,case_number,date_occurred,time_occurred,location_desc,date_reported,time_reported,type,disposition
464,2012-00051682,09/25/12,19:00,Commons 3 at 4318 Knox Rd,09/25/12,20:28,Damage to State Property,CBE
466,2012-00051727,09/25/12,{NO TIME},Commons 4 at 4310 Knox Rd,09/26/12,00:13,Theft,Suspended
468,2012-00051730,09/25/12,22:35,"Eppley Recreation Center, ERC at 68 Farm Dr",09/26/12,00:14,Theft,Arrest
470,2012-00051745,09/26/12,01:48,Norwich Rd,09/26/12,01:48,Injured/Sick Person,CBE
472,2012-00051826,09/26/12,14:00,"Art Sociology Building, Art-Sociology Building at 146 Campus Dr",09/26/12,14:18,Injured/Sick Person,CBE
474,2012-00051828,09/26/12,14:33,Lot K*2,09/26/12,14:33,Warrant/Summons Service,Arrest
476,2012-00051831,09/26/12,15:26,"Clarice Smith Performing Arts Center, CSPAC at 386 Stadium Dr",09/26/12,15:26,Injured/Sick Person,CBE
478,2012-00051869,09/26/12,18:40,"Stamp Student Union, Student Union, Union at 163 Campus Dr",09/26/12,18:52,Theft,Active/Pending
480,2012-00051968,09/27/12,02:32,Adelphi Rd,09/27/12,02:32,DWI/DUI,Arrest
482,2012-00051985,09/26/12,14:33,Service Building at 3 Rossborough La,09/27/12,08:18,Injured Officer,CBE
484,2012-00051988,09/26/12,12:00,South Campus Dining Hall at 26 Preinkert Dr,09/27/12,09:58,Fraud,Suspended
486,2012-00052008,09/27/12,12:31,Lot HH1,09/27/12,12:38,Alcohol Violation,CBE
488,2012-00052011,09/21/12,23:15,"CIU/SERT, Police Substation at 18 Yale Ave",09/27/12,13:38,Vandalism,Active/Pending
490,2012-00052028,09/27/12,16:38,"La Plata Beach, LaPlata Beach",09/27/12,16:38,Injured/Sick Person,CBE
492,2012-00052043,09/27/12,17:30,Tydings Hall at 42 Preinkert Dr,09/27/12,18:11,Fire,CBE
494,2012-00052044,09/27/12,18:00,Symons Hall at 76 Campus Dr,09/27/12,18:33,Theft,Active/Pending
496,2012-00052050,09/27/12,18:45,Mckeldin Library at 35 Library La,09/27/12,19:09,Theft,Active/Pending
498,2012-00052080,09/27/12,22:00,8100 block of Boteler Ln,09/27/12,22:08,CDS Violation,Arrest
500,2012-00052094,09/27/12,23:32,Baltimore Ave,09/27/12,23:32,CDS Violation,Arrest
502,2012-00052110,09/28/12,00:36,7500 block of Girard Ave,09/28/12,00:36,Assist Other Agency,Suspended
504,2012-00052176,09/28/12,09:54,Nyumburu Cultural Center at 232 Campus Dr,09/28/12,09:54,Injured/Sick Person,CBE
506,2012-00052211,09/21/12,14:00,Ellicott Area Dining Hall at 257 Farm Dr,09/28/12,14:14,Theft,Arrest
508,2012-00052224,09/28/12,10:30,2400 block of Pleasant View Rd,09/28/12,16:23,Dept Property Damage/Loss,CBE
510,2012-00052225,09/28/12,16:30,"Stamp Student Union, Student Union, Union at 163 Campus Dr",09/28/12,16:37,Shoplifter,CBE
512,2012-00052232,09/28/12,17:22,"Motor Pool, Severn Building, Washington Post Building at 5245 Greenbelt Rd",09/28/12,17:22,Vandalism,Active/Pending
514,2012-00052238,09/25/12,22:30,Garrett Hall at 31 Chapel Dr,09/28/12,17:39,Theft,Suspended
516,2012-00052241,09/27/12,18:00,Garrett Hall at 31 Chapel Dr,09/28/12,17:08,Theft,Suspended
518,2012-00052268,09/28/12,21:20,Motor Transportation Facility at 11 Greenhouse Dr,09/28/12,21:20,Warrant/Summons Service,Arrest
520,2012-00052274,09/28/12,22:00,"Stamp Student Union, Student Union, Union at 163 Campus Dr",09/28/12,22:09,Injured/Sick Person,CBE
522,2012-00052278,09/28/12,22:35,Commons 5 at 6903 Preinkert Dr,09/28/12,22:35,Vandalism,Suspended
524,2012-00052317,09/29/12,01:22,Archives at 8601 Adelphi Rd,09/29/12,01:22,DWI/DUI,Arrest
526,2012-00052323,09/29/12,02:08,Baltimore Ave,09/29/12,02:08,DWI/DUI,Arrest
528,2012-00052324,09/29/12,02:19,Baltimore Ave,09/29/12,02:19,Traffic Offense,Arrest
530,2012-00052325,09/29/12,02:20,"DOTS, Lot 5, PG2, Regents Drive Parking Garage, WAM Lab at 202 Regents Dr",09/29/12,02:23,Injured/Sick Person,CBE
532,2012-00052332,09/29/12,03:14,Stadium Dr,09/29/12,03:14,DWI/DUI,Arrest
534,2012-00052351,09/29/12,09:10,Lot 9c,09/29/12,09:10,Damage to State Property,CBE
536,2012-00052438,09/28/12,22:00,Commons 5 at 6903 Preinkert Dr,09/29/12,22:26,Vandalism,Suspended
538,2012-00052452,09/29/12,23:10,Animal Science Building at 142 Industrial La,09/29/12,23:12,CDS Violation,Arrest
540,2012-00052488,09/30/12,02:22,Baltimore Ave,09/30/12,02:22,DWI/DUI,Arrest
542,2012-00052492,09/30/12,02:30,Cumberland Hall at 122 Valley Dr,09/30/12,02:33,Injured/Sick Person,CBE
544,2012-00052497,09/30/12,03:16,Commons 3 at 4318 Knox Rd,09/30/12,03:16,Trespassing,Arrest
546,2012-00052501,09/30/12,03:00,Regents Dr,09/30/12,03:48,Theft,CBE
548,2012-00052522,09/30/12,11:00,Dorchester Hall at 64 Campus Dr,09/30/12,11:49,Other Service Call,CBE
550,2012-00052529,09/29/12,23:00,Commons 5 at 6903 Preinkert Dr,09/30/12,12:24,Vandalism,Suspended
552,2012-00052533,09/30/12,10:00,Lot N9,09/30/12,13:40,Vandalism,Active/Pending
554,2012-00052537,09/30/12,03:00,"Delta Chi Fraternity, Frat 6 at 6 Fraternity Row",09/30/12,14:18,Vandalism,Active/Pending
556,2012-00052538,09/29/12,19:00,"Stamp Student Union, Student Union, Union at 163 Campus Dr",09/30/12,14:30,Theft,Arrest
558,2012-00052544,09/30/12,15:40,Ellicott Hall at 256 Stadium Dr,09/30/12,15:49,Injured/Sick Person,CBE
560,2012-00052604,09/30/12,23:42,Baltimore Ave,09/30/12,23:42,DWI/DUI,Arrest
562,2012-00052606,09/30/12,23:50,120 block of Valley Dr,09/30/12,23:56,Injured/Sick Person,CBE
0,2012-00052658,09/28/12,16:00,Commons 1 at 4230 Knox Rd,10/01/12,08:34,Vandalism,Suspended
2,2012-00052697,09/28/12,12:00,Cumberland Hall at 122 Valley Dr,10/01/12,11:15,Theft,Suspended
4,2012-00052700,10/01/12,11:30,MFRI Office/Classroom Building at 199 Paint Branch Pkwy,10/01/12,11:37,CDS Violation,Arrest
6,2012-00052719,09/27/12,16:00,"La Plata Hall, laplata hall at 259 Farm Dr",10/01/12,13:22,Theft,Suspended
8,2012-00052863,10/02/12,08:40,Chemistry Building at 91 Regents Dr,10/02/12,08:43,Injured/Sick Person,CBE
10,2012-00052883,10/01/12,17:30,"S Campus Surge, Susquehanna Hall at 233 Lehigh Rd",10/02/12,13:14,Hate Bias Incident,Suspended
12,2012-00053026,10/03/12,02:10,4600 block of College Ave,10/03/12,02:10,CDS Violation,Arrest
14,2012-00053028,10/02/12,16:30,Lot Z,10/03/12,02:09,Stolen Motor Vehicle,Unfounded
16,2012-00053029,10/03/12,02:20,Baltimore Ave,10/03/12,02:20,CDS Violation,Arrest
18,2012-00053055,10/03/12,08:02,"S Campus Surge, Susquehanna Hall at 233 Lehigh Rd",10/03/12,08:02,Vandalism,Suspended
20,2012-00053112,10/03/12,13:00,Chapel Field,10/03/12,13:04,Injured/Sick Person,CBE
22,2012-00053159,10/02/12,19:00,Ellicott Hall at 256 Stadium Dr,10/03/12,16:34,Theft,Active/Pending
24,2012-00053174,09/26/12,19:15,"Art Sociology Building, Art-Sociology Building at 146 Campus Dr",10/03/12,18:03,Damage to State Property,CBE
26,2012-00053270,10/04/12,01:38,Knox Rd,10/04/12,01:38,Disorderly Conduct,Active/Pending
28,2012-00053341,10/04/12,14:56,Baltimore Ave,10/04/12,14:56,Warrant/Summons Service,Arrest
30,2012-00053496,10/05/12,01:23,"College Park Shopping Center, CVS at 7300 Baltimore Ave",10/05/12,01:23,Alcohol Violation,Arrest
32,2012-00053500,10/05/12,01:42,College Ave,10/05/12,01:42,DWI/DUI,Arrest
34,2012-00053511,10/05/12,02:34,University Bl,10/05/12,02:34,Warrant/Summons Service,Arrest
36,2012-00053523,10/05/12,03:11,Lehigh Rd,10/05/12,03:11,Warrant/Summons Service,Arrest
38,2012-00053607,10/04/12,12:30,"Frat 12, Zeta Tau Alpha Sorority at 12 Fraternity Row",10/05/12,12:18,Vandalism,Active/Pending
40,2012-00053623,10/05/12,13:59,Mckeldin Library at 35 Library La,10/05/12,13:59,Trespassing,CBE
42,2012-00053708,10/05/12,21:38,University Bl,10/05/12,21:38,Traffic Offense,CBE
44,2012-00053739,10/05/12,23:45,University Courtyard #6 at 8600 Boteler La,10/05/12,23:47,CDS Violation,Arrest
46,2012-00053749,10/06/12,00:20,Paint Branch Dr,10/06/12,00:28,DWI/DUI,Arrest
48,2012-00053762,10/06/12,01:01,6800 block of Preinkert Dr,10/06/12,01:01,Injured/Sick Person,CBE
50,2012-00053769,10/06/12,01:32,Dorchester Hall at 64 Campus Dr,10/06/12,01:32,Injured/Sick Person,CBE
52,2012-00053778,10/06/12,01:55,Hagerstown Hall at 258 Hagerstown Dr,10/06/12,02:00,Injured/Sick Person,CBE
54,2012-00053784,10/06/12,02:54,North Gate at 295 Campus Dr,10/06/12,02:54,DWI/DUI,Arrest
56,2012-00053785,10/06/12,03:04,University Bl,10/06/12,03:04,DWI/DUI,Arrest
58,2012-00053786,10/06/12,03:40,Cumberland Hall at 122 Valley Dr,10/06/12,03:51,Injured/Sick Person,CBE
60,2012-00053853,10/06/12,16:30,"Byrd Stadium, Capital One Field at Byrd Stadium",10/06/12,16:30,Injured/Sick Person,CBE
62,2012-00053857,10/06/12,16:36,"Byrd Stadium, Capital One Field at Byrd Stadium",10/06/12,16:36,Injured/Sick Person,CBE
64,2012-00053858,09/29/12,08:00,267 at 4313 Rowalt Dr,10/06/12,16:17,Stolen Motor Vehicle,Suspended
66,2012-00053863,10/06/12,17:00,"Byrd Stadium, Capital One Field at Byrd Stadium",10/06/12,17:02,Injured/Sick Person,CBE
68,2012-00053869,10/06/12,18:42,Baltimore Ave,10/06/12,18:42,Theft,Arrest
70,2012-00053870,10/06/12,08:30,"DOTS, Lot 5, PG2, Regents Drive Parking Garage, WAM Lab at 202 Regents Dr",10/06/12,18:53,Theft,Active/Pending
72,2012-00053871,10/06/12,19:29,Lot C2,10/06/12,19:29,Vandalism,Suspended
74,2012-00053886,10/06/12,12:00,Charles Hall at 25 Lehigh Rd,10/06/12,22:28,Vandalism,Active/Pending
76,2012-00053888,10/06/12,22:37,"PG3, Stadium Drive Parking Garage at 218 Valley Dr",10/06/12,22:37,Vandalism,Active/Pending
78,2012-00053916,10/07/12,02:17,Mowatt La,10/07/12,02:17,DWI/DUI,Arrest
80,2012-00053922,10/07/12,02:43,Elkton Hall at 254 Denton Dr,10/07/12,02:44,Injured/Sick Person,CBE
82,2012-00053930,10/07/12,03:30,4300 block of Knox Rd,10/07/12,04:05,Injured/Sick Person,CBE
84,2012-00053931,10/07/12,04:49,University Bl,10/07/12,04:49,DWI/DUI,Arrest
86,2012-00053964,10/07/12,12:27,St. Mary's Hall at 62 Campus Dr,10/07/12,12:27,Fire,CBE
88,2012-00053967,10/04/12,17:00,"Art Sociology Building, Art-Sociology Building at 146 Campus Dr",10/07/12,14:57,Theft,Active/Pending
90,2012-00054006,10/07/12,17:58,Microbiology Building at 231 Campus Dr,10/07/12,17:58,CDS Violation,Arrest
92,2012-00054011,10/07/12,05:30,Commons 3 at 4318 Knox Rd,10/07/12,19:05,Suspicious Activity,Active/Pending
94,2012-00054107,10/05/12,15:30,Motor Transportation Facility at 11 Greenhouse Dr,10/08/12,08:21,Suspicious Activity,Suspended
96,2012-00054111,10/05/12,17:00,Commons 1 at 4230 Knox Rd,10/08/12,08:31,Vandalism,Suspended
98,2012-00054124,10/05/12,15:00,"A.V. Williams Building, AV Williams at 115 Paint Branch Dr",10/08/12,10:37,Vandalism,Suspended
100,2012-00054135,10/08/12,12:10,"S Campus Surge, Susquehanna Hall at 233 Lehigh Rd",10/08/12,12:19,Disorderly Conduct,Suspended
102,2012-00054140,10/08/12,14:00,380 block of Stadium Dr,10/08/12,14:07,Injured/Sick Person,CBE
104,2012-00054143,10/08/12,14:39,3700 block of Metzerott Rd,10/08/12,14:39,Injured/Sick Person,CBE
106,2012-00054155,08/09/12,08:00,Marie Mount Hall at 46 Chapel Dr,10/08/12,16:04,Theft,Active/Pending
108,2012-00054232,10/08/12,22:36,Hagerstown Hall at 258 Hagerstown Dr,10/08/12,22:36,Injured/Sick Person,CBE
110,2012-00054240,10/06/12,06:30,"Stamp Student Union, Student Union, Union at 163 Campus Dr",10/08/12,23:15,Assault,CBE
112,2012-00054286,10/09/12,07:05,"Frat 1, Kappa Alpha Fraternity at 1 Fraternity Row",10/09/12,07:05,Injured/Sick Person,CBE
114,2012-00054336,09/27/12,15:45,"Motor Pool, Severn Building, Washington Post Building at 5245 Greenbelt Rd",10/09/12,11:27,Accident - Departmental,CBE
116,2012-00054338,10/09/12,11:46,Chemical & Nuclear Engineering at 90 Stadium Dr,10/09/12,11:46,Alarm,CBE
118,2012-00054354,12/21/11,12:00,"BSS/SOC, Pocomoke Building at 7 Baltimore Ave",10/09/12,14:20,Theft,Arrest
120,2012-00054433,10/09/12,19:55,Somerset Hall at 63 Preinkert Dr,10/09/12,21:57,Injured/Sick Person,CBE
122,2012-00054450,10/10/12,00:10,Garrett Hall at 31 Chapel Dr,10/10/12,00:10,CDS Violation,Arrest
124,2012-00054462,10/10/12,01:31,Adelphi Rd,10/10/12,01:32,DWI/DUI,Arrest
126,2012-00054463,10/10/12,01:30,Easton Hall at 253 Denton Dr,10/10/12,01:45,Recovered Stolen Property,CBE
128,2012-00054465,10/10/12,02:17,Baltimore Ave,10/10/12,02:18,DWI/DUI,Arrest
130,2012-00054550,10/10/12,13:45,Lot 4n,10/10/12,13:51,Other Incident,CBE
132,2012-00054559,10/10/12,14:44,"Hornbake Mall, Hornbake Plaza",10/10/12,14:44,Assault,Arrest
134,2012-00054564,10/10/12,15:25,"Kehoe Track, Kehoe Track at Ludwig Field, Ludwig Field at 388 Presidents Dr",10/10/12,15:36,Injured/Sick Person,CBE
136,2012-00054574,10/10/12,16:34,Commons 2 at 4250 Knox Rd,10/10/12,16:39,Telephone/EMail Misuse,Unfounded
138,2012-00054644,10/10/12,22:20,360 block of Azalea La,10/10/12,22:30,Assist Other Agency,CBE
140,2012-00054655,10/11/12,00:32,University Bl,10/11/12,00:32,DWI/DUI,Arrest
142,2012-00054672,10/11/12,01:30,25 Lehigh Rd,10/11/12,02:43,Emergency Petition,CBE
144,2012-00054718,10/11/12,12:08,Chemical & Nuclear Engineering at 90 Stadium Dr,10/11/12,12:08,Alarm,CBE
146,2012-00054735,10/10/12,20:00,Mckeldin Library at 35 Library La,10/11/12,15:11,Theft,Suspended
148,2012-00054742,10/10/12,08:00,Lot K5,10/11/12,16:58,Theft from Auto,Suspended
150,2012-00054752,10/11/12,18:04,Service Building at 3 Rossborough La,10/11/12,18:04,Injured/Sick Person,CBE
152,2012-00054844,10/12/12,00:48,Baltimore Ave,10/12/12,00:49,DWI/DUI,Arrest
154,2012-00054864,10/12/12,02:30,Baltimore Ave,10/12/12,02:33,DWI/DUI,Arrest
156,2012-00054893,10/12/12,08:54,4400 block of Knox Rd,10/12/12,08:54,Missing Person/Runaway,CBE
158,2012-00054977,10/12/12,18:55,360 block of Azalea La,10/12/12,18:57,Injured/Sick Person,CBE
160,2012-00055064,10/12/12,22:48,"Stamp Student Union, Student Union, Union at 163 Campus Dr",10/12/12,22:48,Trespassing,CBE
162,2012-00055100,10/12/12,23:45,Montgomery Hall at 32 Lehigh Rd,10/12/12,23:51,Disorderly Conduct,Arrest
164,2012-00055114,10/12/12,23:50,Sigma Delta Tau Sorority at 4516 Knox Rd,10/13/12,00:19,Vandalism,Active/Pending
166,2012-00055115,10/12/12,22:30,Commons 5 at 6903 Preinkert Dr,10/13/12,00:21,Vandalism,Active/Pending
168,2012-00055144,10/13/12,03:16,Baltimore Ave,10/13/12,03:17,DWI/DUI,Arrest
170,2012-00055145,10/13/12,03:41,"A.V. Williams Building, AV Williams at 115 Paint Branch Dr",10/13/12,03:41,CDS Violation,CBE
172,2012-00055156,10/13/12,05:47,Commons 1 at 4230 Knox Rd,10/13/12,05:47,Trespassing,Arrest
174,2012-00055167,10/13/12,09:10,Baltimore Ave,10/13/12,09:10,Warrant/Summons Service,Arrest
176,2012-00055198,10/13/12,15:06,Engineering Fields,10/13/12,15:06,Injured/Sick Person,CBE
178,2012-00055217,10/13/12,18:35,North Gate at 295 Campus Dr,10/13/12,18:35,Recovered Stolen Motor Vehicle,Arrest
180,2012-00055223,10/13/12,20:34,Baltimore Ave,10/13/12,20:34,Warrant/Summons Service,Arrest
182,2012-00055226,10/13/12,21:41,University Bl,10/13/12,21:41,Traffic Offense,CBE
184,2012-00055229,10/13/12,19:00,Lot Z,10/13/12,22:19,Theft,Suspended
186,2012-00055234,10/13/12,23:16,Commons 5 at 6903 Preinkert Dr,10/13/12,23:16,Vandalism,Active/Pending
188,2012-00055252,10/14/12,01:20,South Campus Dining Hall at 26 Preinkert Dr,10/14/12,01:22,Injured/Sick Person,CBE
190,2012-00055255,10/13/12,18:30,Centreville Hall at 98 Valley Dr,10/14/12,02:02,CDS Violation,Arrest
192,2012-00055259,10/14/12,02:05,Charles Hall at 25 Lehigh Rd,10/14/12,02:16,Assault,Suspended
194,2012-00055262,10/14/12,02:49,Rugged Warehouse at 7326 Baltimore Ave,10/14/12,02:49,Weapon Violation,Arrest
196,2012-00055265,10/14/12,03:20,Guilford Dr,10/14/12,03:20,DWI/DUI,Arrest
198,2012-00055269,10/14/12,05:07,Fraternity Row,10/14/12,05:07,Trespassing,Arrest
200,2012-00055299,10/13/12,16:00,Lot 11b,10/14/12,10:50,Theft from Auto,Suspended
202,2012-00055315,10/13/12,23:00,Commons 1 at 4230 Knox Rd,10/14/12,13:28,Vandalism,Suspended
204,2012-00055355,10/13/12,18:00,"Frat 12, Zeta Tau Alpha Sorority at 12 Fraternity Row",10/14/12,17:33,Vandalism,Suspended
206,2012-00055408,10/14/12,20:46,Mckeldin Library at 35 Library La,10/14/12,22:01,Theft,Active/Pending
208,2012-00055410,10/14/12,22:08,Service Building at 3 Rossborough La,10/14/12,22:08,Emergency Petition,Arrest
210,2012-00055511,10/15/12,09:47,"Stamp Student Union, Student Union, Union at 163 Campus Dr",10/15/12,09:47,Trespassing,Arrest
212,2012-00055523,10/01/12,{NO TIME},Service Building at 3 Rossborough La,10/15/12,11:53,Lost Property,CBE
214,2012-00055524,10/15/12,12:02,Woods Hall at 47 Chapel Dr,10/15/12,12:02,Trespassing,Active/Pending
216,2012-00055542,10/08/12,19:00,279 at 4325 Rowalt Dr,10/15/12,15:20,Vandalism,Suspended
218,2012-00055584,10/15/12,19:40,"Mitchell Building, North Administration at 52 Administration Ci",10/15/12,19:46,Other Incident,CBE
220,2012-00055596,10/15/12,21:39,Calvert Rd,10/15/12,21:39,Assist Other Agency,CBE
222,2012-00055619,10/16/12,00:08,MFRI Complex at 194 Paint Branch Pkwy,10/16/12,00:08,Warrant/Summons Service,Arrest
224,2012-00055630,10/16/12,02:06,Rhode Island Ave,10/16/12,02:07,DWI/DUI,Arrest
226,2012-00055660,10/16/12,08:12,Mckeldin Library at 35 Library La,10/16/12,08:12,Trespassing,Arrest
228,2012-00055700,10/16/12,15:20,Kim Engineering Building at 225 Stadium Dr,10/16/12,15:33,Injured/Sick Person,CBE
230,2012-00055722,10/09/12,12:00,"Eppley Recreation Center, ERC at 68 Farm Dr",10/16/12,17:19,Fraud,Arrest
232,2012-00055774,10/16/12,20:55,Cambridge Hall at 96 Farm Dr,10/16/12,20:55,CDS Violation,Arrest
234,2012-00055811,10/16/12,23:05,Easton Hall at 253 Denton Dr,10/16/12,23:09,Injured/Sick Person,CBE
236,2012-00055922,10/17/12,08:00,Chemistry Building at 91 Regents Dr,10/17/12,11:13,Theft,Suspended
238,2012-00055933,10/17/12,13:45,Lot 1d,10/17/12,13:52,Robbery,Arrest
240,2012-00055998,10/17/12,20:45,Hartwick Rd,10/17/12,20:45,Alcohol Violation,Arrest
242,2012-00056074,10/18/12,01:45,University Bl,10/18/12,01:45,DWI/DUI,Arrest
244,2012-00056078,10/18/12,02:21,University Bl,10/18/12,02:21,DWI/DUI,Arrest
246,2012-00056126,10/16/12,07:00,Marie Mount Hall at 46 Chapel Dr,10/18/12,12:36,Theft,Active/Pending
248,2012-00056132,10/17/12,17:00,Commons 7 at 6801 Preinkert Dr,10/18/12,13:35,Theft,Suspended
250,2012-00056150,10/15/12,07:30,"Eppley Recreation Center, ERC at 68 Farm Dr",10/18/12,16:11,Theft,Suspended
252,2012-00056257,10/19/12,02:05,College Ave,10/19/12,02:09,DWI/DUI,Arrest
254,2012-00056318,10/15/12,17:00,800 block of 51st Ave,10/19/12,12:47,Damage to State Property,CBE
256,2012-00056324,10/15/12,15:00,4200 block of Knox Rd,10/19/12,13:12,Death Investigation,CBE
258,2012-00056333,10/19/12,14:45,"A.V. Williams Building, AV Williams at 115 Paint Branch Dr",10/19/12,15:56,Theft,Suspended
260,2012-00056335,10/19/12,15:00,"Avrum Gudelsky Veterinary Center, Vet Med at 795 Greenmeade Dr",10/19/12,16:18,Suspicious Person/Auto,Active/Pending
262,2012-00056343,10/19/12,18:00,Dorchester Hall at 64 Campus Dr,10/19/12,18:26,Theft,Unfounded
264,2012-00056357,10/19/12,20:29,4300 block of Knox Rd,10/19/12,20:29,Robbery,Arrest
266,2012-00056414,10/19/12,21:45,Denton Hall at 252 Stadium Dr,10/20/12,01:07,Theft,Active/Pending
268,2012-00056419,10/20/12,01:40,Knox Rd,10/20/12,01:43,Disorderly Conduct,Arrest
270,2012-00056421,10/20/12,01:47,"Stamp Student Union, Student Union, Union at 163 Campus Dr",10/20/12,01:47,Injured/Sick Person,CBE
272,2012-00056430,10/20/12,02:44,"Stamp Student Union, Student Union, Union at 163 Campus Dr",10/20/12,02:44,Injured/Sick Person,CBE
274,2012-00056485,10/20/12,13:32,Adelphi Rd,10/20/12,13:32,CDS Violation,Arrest
276,2012-00056489,10/20/12,14:45,Lot 1b,10/20/12,14:45,Trespassing,CBE
278,2012-00056491,10/20/12,15:11,Lot 9c,10/20/12,15:11,Injured/Sick Person,CBE
280,2012-00056502,10/20/12,16:30,360 block of Azalea La,10/20/12,16:30,Stolen Motor Vehicle,Active/Pending
282,2012-00056512,10/20/12,17:21,"Byrd Stadium, Capital One Field at Byrd Stadium",10/20/12,17:21,Injured/Sick Person,CBE
284,2012-00056519,10/20/12,18:00,"Stamp Student Union, Student Union, Union at 163 Campus Dr",10/20/12,18:06,Injured/Sick Person,CBE
286,2012-00056624,10/21/12,02:45,"Arena Drive Parking Garage, Lot 6, PG4, Terrapin Trail Parking Garage at 403 Terrapin Tr",10/21/12,02:45,CDS Violation,Arrest
288,2012-00056625,10/20/12,21:00,Lot RR1,10/21/12,03:10,Vandalism,Suspended
290,2012-00056627,10/21/12,03:17,63 Preinkert Dr,10/21/12,03:17,Injured/Sick Person,CBE
292,2012-00056629,10/21/12,03:17,Commons 3 at 4318 Knox Rd,10/21/12,03:17,Vandalism,Suspended
294,2012-00056633,10/21/12,03:57,Campus Dr,10/21/12,03:57,DWI/DUI,Arrest
296,2012-00056651,10/21/12,07:04,Paint Branch Gate at 298 Paint Branch Dr,10/21/12,07:04,Other Incident,CBE
298,2012-00056668,10/21/12,11:00,"Starview Plaza, The Enclave at 8700 Baltimore Ave",10/21/12,11:20,Emergency Petition,CBE
300,2012-00056674,10/20/12,16:30,Commons 7 at 6801 Preinkert Dr,10/21/12,12:11,Vandalism,Suspended
302,2012-00056680,09/28/12,17:00,"Eppley Recreation Center, ERC at 68 Farm Dr",10/21/12,13:26,Lost Property,CBE
304,2012-00056683,10/21/12,12:15,Commons 3 at 4318 Knox Rd,10/21/12,14:25,Vandalism,Suspended
306,2012-00056705,10/21/12,06:00,Lot XX1,10/21/12,17:32,Stolen Motor Vehicle,Suspended
308,2012-00056706,10/21/12,19:51,"Leonardtown #244, Leonardtown at 244 Yale Ave",10/21/12,19:51,Emergency Petition,CBE
310,2012-00056745,10/22/12,01:53,Baltimore Ave,10/22/12,01:53,DWI/DUI,Arrest
312,2012-00056779,10/21/12,11:00,Preinkert Hall at 54 Preinkert Dr,10/22/12,07:43,Vandalism,Suspended
